id	name	name_src	type	aat_type	close_match
00005	Abbots	alcedo	rio	river	
00006	Abacachis	alcedo	pueblos y tierras indígenas	town	
00007	Abacoa	alcedo			
00008	Abacqua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=9000431
00009	Abacu	alcedo	cabo	cape	
00010	Abades	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600547
00011	Abancay	alcedo	provincia	province	
00012	Abancay	alcedo	pueblo	town	
00013	Abancay	alcedo	pueblo	town	
00014	Abanes	alcedo	people	cultural group	
00015	Abangoui	alcedo	pueblo	town	
00016	Abaranquen	alcedo	rio	river	
00017	Abecochi	alcedo	pueblos y tierras indígenas	town	
00018	Abeicas	alcedo	people	cultural group	
00019	Abercorn	alcedo	pueblo	town	
00020	Abide	alcedo	montaña	mountain	
00021	Abigiras	alcedo	pueblos y tierras indígenas	town	
00022	Abipi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000484
00023	Abipones	alcedo	people	cultural group	
00024	Abisca	alcedo	reino	kingdom	
00025	Abismes	alcedo			
00026	Abitanis	alcedo	montaña	mountain	
00027	Aeitibis	alcedo	lago	lake	
00028	Abitigas	alcedo	pueblos y tierras indígenas		
00029	Aborigen	alcedo	puerto	port	
00030	Abra	alcedo	isla	island	
00031	Abreolhos	alcedo			
00032	Abrojos	alcedo	valle	valley	
00033	Abrojos	alcedo	valle	valley	
00034	Abucara	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000496
00035	Abucees	alcedo	pueblo	town	
00036	Aburra	alcedo	pueblo	town	
00037	Aca	alcedo	pueblo	town	
00038	Acachxla	alcedo	pueblo	town	
00039	Acacuña	alcedo	montaña	mountain	
00040	Acadia	alcedo	península	peninsula	
00041	Acaguato	alcedo	pueblo	town	
00042	Acaia	alcedo	pueblo	town	
00043	Acambaro	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000647
00044	Acamistlahuac	alcedo	pueblo	town	
00045	Acamuchitlan	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1001481
00046	Acamon	alcedo	rio	river	
00047	Acaxuchitlan	alcedo	pueblo	town	
00048	Acanti	alcedo	rio	river	
00049	Acantepec	alcedo	pueblo	town	
00050	Acapala	alcedo	pueblo	town	
00051	Acapazingo	alcedo	pueblo	town	
00052	Acapetlahuaiap	alcedo			
00053	Acaponeta	alcedo	alcaldía mayor	inhabited place	
00054	Acapulco	alcedo	ciudad	city	
00055	Acaraga	alcedo	rio	river	
00056	Acarai	alcedo	pueblo	town	
00057	Acarai	alcedo	rio	river	
00058	Acarapu	alcedo	rio	river	
00059	Acari	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000057
00060	Acari	alcedo	cabo	cape	
00061	Acari	alcedo	rio	river	
00062	Acari	alcedo	capitania	political administrative body	
00063	Acariguap	alcedo	provincia	province	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000031
00064	Acariguap	alcedo	rio	river	
00065	Acarreto	alcedo	puerto	port	
00066	Acaruacar	alcedo			
00067	Acassa	alcedo	rio	river	
00068	Acasabastlan	alcedo	pueblo	town	
00069	Acatepec	alcedo	pueblo	town	
00070	Acatepec	alcedo	pueblo	town	
00071	Acatepec	alcedo	alcaldía mayor	inhabited place	
00072	Acatepec	alcedo	alcaldía mayor	inhabited place	
00073	Acatepec	alcedo	alcaldía mayor	inhabited place	
00074	Acatepeque	alcedo	pueblo	town	
00075	Acatepeque	alcedo	alcaldía mayor	inhabited place	
00076	Acatic	alcedo	pueblo	town	
00077	Acatico	alcedo	pueblo	town	
00078	Acatlan	alcedo	pueblo	town	
00079	Acatlan	alcedo			
00080	Acatlan	alcedo	reino	kingdom	
00081	Acatlan	alcedo	alcaldía mayor	inhabited place	
00082	Acatlazingo	alcedo	pueblo	town	
00083	Acatula	alcedo	pueblo	town	
00084	Acaxee	alcedo	people	cultural group	
00085	Acaxete	alcedo	pueblo	town	
00086	Acayuca	alcedo	alcaldía mayor	inhabited place	
00087	Acayuca	alcedo	pueblo	town	
00088	Acacingo	alcedo	pueblo	town	
00089	Acazutla	alcedo	mar	sea	
00090	Accha	alcedo	pueblo	town	
00091	Accha	alcedo	pueblo	town	
00092	Accha	alcedo	pueblo	town	
00093	Aceites	alcedo	rio	river	
00094	Acha	alcedo	montaña	mountain	
00095	Achacache	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000032
00096	Achagua	alcedo	people	cultural group	
00097	Achala	alcedo	montaña	mountain	
00098	Acamqui	alcedo			
00099	Achas	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000166
00100	Achepe	alcedo	bahía	inlet	
00101	Achiautla	alcedo	pueblo	town	
00102	Achibamba	alcedo	rio	river	
00103	Achinutlan	alcedo	montaña	mountain	
00104	Achira	alcedo			
00105	Achite	alcedo	rio	river	
00106	Achocaixa	alcedo	pueblo	town	
00107	Achogoa	alcedo	pueblo	town	
00108	Achonga	alcedo	pueblo	town	
00109	Achoupekahigan	alcedo	rio	river	
00110	Acla	alcedo	ciudad	city	
00111	Acobamba	alcedo	pueblo	town	
00112	Acobamba	alcedo	pueblo	town	
00113	Acobamba	alcedo	provincia	province	
00114	Acobambilla	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000600
00115	Acochala	alcedo	montaña	mountain	
00116	Acocho	alcedo	pueblo	town	
00117	Acola	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000511
00118	Acolman	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1001635
00119	Acoma	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004765
00120	Acomack	alcedo	condado	county	
00121	Acomaio	alcedo	pueblo	town	
00122	Acomaio	alcedo	pueblo	town	
00123	Acomarca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000353
00124	Acomes	alcedo	rio	river	
00125	Acomulco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1001829
00126	Aconcaguap	alcedo	provincia	province	
00127	Aconcaguap	alcedo			
00128	Aconcaguap	alcedo	pueblo	town	
00129	Aconcaguap	alcedo			
00130	Aconchi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003944
00131	Aconichi	alcedo	pueblos y tierras indígenas	town	
00132	Aconichi	alcedo	isla	island	
00133	Acokquija	alcedo	montaña	mountain	
00134	Acopia	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000338
00135	Acora	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000200
00136	Acori	alcedo	rio	river	
00137	Acoria	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000583
00138	Acos	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000339
00139	Acos	alcedo	provincia	province	
00140	Acosta	alcedo	pueblo	town	
00141	Acostamba	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000625
00142	Acostambo	alcedo	pueblo	town	
00143	Acotama	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000805
00144	Acotitlan	alcedo	pueblo	town	
00145	Acoxchiapa	alcedo	pueblo	town	
00146	Actipa	alcedo	pueblo	town	
00147	Actipaque	alcedo	pueblo	town	
00148	Actopan	alcedo	alcaldía mayor	inhabited place	
00149	Actopan	alcedo	pueblo	town	
00150	Acua	alcedo	rio	river	
00151	Acuiapan	alcedo	pueblo	town	
00152	Acuilpa	alcedo	pueblo	town	
00153	Acuio	alcedo	pueblo	town	
00154	Acul	alcedo	isla	island	
00155	Acul	alcedo	pueblo	town	
00156	Acul	alcedo			
00157	Acul	alcedo	isla	island	
00158	Acula	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004184
00159	Aculeo	alcedo	lago	lagoon	
00160	Acuma	alcedo	rio	river	
00161	Acuracu	alcedo	rio	river	
00162	Acuraipiti	alcedo	rio	river	
00163	Acutitlan	alcedo	pueblo	town	
00164	Acutzio	alcedo	pueblo	town	
00165	Adaes	alcedo			
00166	Adaes	alcedo	lago	lagoon	
00167	Adaes	alcedo	rio	river	
00168	Adaua	alcedo	rio	river	
00169	Adauaquiana	alcedo	rio	river	
00170	Adicon	alcedo	puerto	port	
00171	Addi	alcedo	pueblo	town	
00172	Addis	alcedo	isla	island	
00173	Aeoles	alcedo	pueblos y tierras indígenas	town	
00174	Adoratorio	alcedo			
00175	Aduana	alcedo	pueblo	town	
00176	Aduance	alcedo			
00177	Aeiquaia	alcedo	pueblo	town	
00178	Aeriuctuqxjen	alcedo	montaña	mountain	
00179	Affreux	alcedo	lago	lagoon	
00180	Aga	alcedo	montaña	mountain	
00181	Agaces	alcedo	people	cultural group	
00182	Agalteca	alcedo	rio	river	
00183	Agamentico	alcedo	rio	river	
00184	Agchilla	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000058
00185	Agenagateninga	alcedo	rio	river	
00186	Agiqua	alcedo	rio	river	
00187	Aunalos	alcedo	people	cultural group	
00188	Agnapuras	alcedo	montaña	mountain	
00189	Agoniche	alcedo	rio	river	
00190	Agratumati	alcedo	rio	river	
00191	Agreda	alcedo	ciudad	city	
00192	Agresinas	alcedo	pueblo	town	
00193	Agrias	alcedo	people	cultural group	
00194	Agua	alcedo	puerto	port	
00195	Agua	alcedo	isla	island	
00196	Agua	alcedo			
00197	Aguablanca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000231
00198	Agua	alcedo			
00199	Aguacagua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000440
00200	Agua	alcedo	provincia	province	
00201	Aguacatal	alcedo	pueblo	town	
00202	Aguacatenango	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=2000026
00203	Aguacatlan	alcedo	pueblo	town	
00204	Aguaceapa	alcedo	pueblo	town	
00205	Aguada	alcedo	isla	island	
00206	Aguada	alcedo			
00207	Aguada	alcedo	isla	island	
00208	Aguada	alcedo	isla	island	
00209	Aguada	alcedo	rio	river	
00210	Aguada	alcedo	isla	island	
00211	Aguada	alcedo	cabo	cape	
00212	Agua	alcedo	rio	river	
00213	Agua	alcedo	rio	river	
00214	Aguadilla	alcedo	rio	river	
00215	Aguadores	alcedo	rio	river	
00216	Agua	alcedo			
00217	Agua	alcedo	pueblo	town	
00218	Aguaio	alcedo	pueblo	town	
00219	Aguaio	alcedo	pueblo	town	
00220	Aguaius	alcedo	pueblo	town	
00221	Aguaje	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000072
00222	Aguajes	alcedo	pueblo	town	
00223	Agualei	alcedo	rio	river	
00224	Agualulco	alcedo	pueblo	town	
00225	Aguamela	alcedo	pueblo	town	
00226	Aguamiro	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001452
00227	Aguan	alcedo	rio	river	
00228	Aguanato	alcedo	pueblo	town	
00229	Aguang	alcedo	lago	lagoon	
00230	Aguanos	alcedo	pueblo	town	
00231	Aguanos	alcedo	pueblo	town	
00232	Aguapai	alcedo	rio	river	
00233	Aguapai	alcedo	rio	river	
00234	Aguapei	alcedo	rio	river	
00235	Aguarau	alcedo	rio	river	
00236	Aguarico	alcedo	pueblos y tierras indígenas	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600756
00237	Aguaringua	alcedo	pueblo	town	
00238	Aguaso	alcedo	rio	river	
00239	Aguas	alcedo	rio	river	
00240	Aguas	alcedo			
00241	Aguas	alcedo	rio	river	
00242	Aguas	alcedo	alcaldía mayor	inhabited place	
00243	Aguas	alcedo	pueblo	town	
00244	Aguastelas	alcedo	pueblo	town	
00245	Aguatepec	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004044
00246	Aguatlan	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1001220
00247	Aguatubi	alcedo	pueblo	town	
00248	Aguatulco	alcedo	rio	river	
00249	Agua	alcedo	isla	island	
00250	Agueda	alcedo	montaña	mountain	
00251	Agueda	alcedo	montaña	mountain	
00252	Aguijo	alcedo	pueblo	town	
00253	Aguila	alcedo	pueblo	town	
00254	Iii	alcedo			
00255	Iii	alcedo	isla	island	
00256	Aguilusco	alcedo	pueblo	town	
00257	Aguiran	alcedo	pueblo	town	
00258	Aguirre	alcedo	rio	river	
00259	Aguirre	alcedo			
00260	Aguja	alcedo	cabo	cape	
00261	Aguja	alcedo			
00262	Agur	alcedo	pueblo	town	
00263	Agustin	alcedo	ciudad	city	
00264	Agustin	alcedo	pueblo	town	
00265	Agustin	alcedo			
00266	Agustin	alcedo	alcaldía mayor	inhabited place	
00267	Agustin	alcedo	alcaldía mayor	inhabited place	
00268	Agustin	alcedo	pueblo	town	
00269	Agustin	alcedo	provincia	province	
00270	Agustin	alcedo	alcaldía mayor	inhabited place	
00271	Agustin	alcedo	reino	kingdom	
00272	Agustin	alcedo	provincia	province	
00273	Agustin	alcedo	alcaldía mayor	inhabited place	
00274	Agustin	alcedo	cabo	cape	
00275	Agustin	alcedo	cabo	cape	
00276	Agustin	alcedo	rio	river	
00277	Agustin	alcedo	isla	island	
00278	Ahome	alcedo	people	cultural group	
00279	Ahorcados	alcedo	cabo	cape	
00280	Ahorcados	alcedo			
00281	Ahuacates	alcedo	pueblo	town	
00282	Ahuacatepec	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003648
00283	Aruacatlan	alcedo	pueblo	town	
00284	Aruacatlan	alcedo	pueblo	town	
00285	Aruacatlan	alcedo	partido	district	
00286	Aruacatlan	alcedo	alcaldía mayor	inhabited place	
00287	Ahuacazaixa	alcedo	pueblo	town	
00288	Ahuacazingo	alcedo	pueblo	town	
00289	Ahualican	alcedo	pueblo	town	
00290	Ahuatelco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003401
00291	Ahuatepec	alcedo	pueblo	town	
00292	Ahuatempa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003176
00293	Ahuatlan	alcedo	pueblo	town	
00294	Ahuehuezingo	alcedo	pueblo	town	
00295	Ahuezitla	alcedo	pueblo	town	
00296	Aiabaca	alcedo	pueblo	town	
00297	Aiacasi	alcedo	pueblo	town	
00298	Aiacoa	alcedo	rio	river	
00299	Aiacocha	alcedo	pueblo	town	
00300	Aiahualtempa	alcedo	pueblo	town	
00301	Aiahualulco	alcedo	pueblo	town	
00302	Aiahualulco	alcedo	pueblo	town	
00303	Aiamascap	alcedo	provincia	province	
00304	Aiahuasa	alcedo	pueblo	town	
00305	Aianaee	alcedo	pueblos y tierras indígenas	town	
00306	Aiapango	alcedo	pueblo	town	
00307	Aiapata	alcedo	pueblo	town	
00308	Aiapel	alcedo	pueblo	town	
00309	Alaranga	alcedo	pueblo	town	
00310	Aiaei	alcedo	pueblo	town	
00311	Aiata	alcedo	pueblo	town	
00312	Aiatasxo	alcedo	rio	river	
00313	Aiatepec	alcedo	pueblo	town	
00314	Aiaui	alcedo	pueblo	town	
00315	Aiauiri	alcedo	pueblo	town	
00316	Aiauiri	alcedo	pueblo	town	
00317	Aiautla	alcedo	pueblo	town	
00318	Aicaropa	alcedo	rio	river	
00319	Aiches	alcedo	pueblos y tierras indígenas	town	
00320	Aiciachia	alcedo	pueblo	town	
00321	Aiectipac	alcedo	pueblo	town	
00322	Aiencas	alcedo	pueblo	town	
00323	Aigame	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1005449
00324	Aija	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001105
00325	Aises	alcedo	rio	river	
00326	Aimaraez	alcedo	provincia	province	
00327	Aimarapa	alcedo	rio	river	
00328	Ainaca	alcedo	pueblo	town	
00329	Ainacolca	alcedo	provincia	province	
00330	Aio	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1005120
00331	Aio	alcedo	pueblo	town	
00332	Aiocuesco	alcedo	pueblo	town	
00333	Aiotitlan	alcedo	pueblo	town	
00334	Aionantou	alcedo	pueblos y tierras indígenas	town	
00335	Aiozinapa	alcedo	pueblo	town	
00336	Aiozingo	alcedo	pueblo	town	
00337	Aiquile	alcedo	pueblo	town	
00338	Airicos	alcedo	people	cultural group	
00339	Airicos	alcedo			
00340	Airihuanca	alcedo	pueblo	town	
00341	Airs	alcedo	ciudad	city	
00342	Ayuda	alcedo	pueblo	town	
00343	Ayuda	alcedo	pueblo	town	
00344	Aiuila	alcedo	rio	river	
00345	Aiuinos	alcedo	people	cultural group	
00346	Aiun	alcedo	rio	river	
00347	Aiuncha	alcedo	pueblo	town	
00348	Aiutla	alcedo	pueblo	town	
00349	Aiutla	alcedo	pueblo	town	
00350	Aiua	alcedo	isla	island	
00351	Aix	alcedo	bahía	shore	
00352	Aix	alcedo	rio	river	
00353	Ajoiani	alcedo	pueblo	town	
00354	Ajoues	alcedo	pueblos y tierras indígenas	town	
00355	Ajoues	alcedo	pueblo	town	
00356	Akanceas	alcedo	people	cultural group	
00357	Akankia	alcedo	rio	river	
00358	Aicansa	alcedo	pueblos y tierras indígenas	town	
00359	Aicansa	alcedo	pueblo	town	
00360	Aicansa	alcedo	rio	river	
00361	Akouica	alcedo	pueblo	town	
00362	Alaclatzala	alcedo	pueblo	town	
00363	Alacranes	alcedo			
00364	Alahuiztlan	alcedo	pueblo	town	
00365	Alain	alcedo	rio	river	
00366	Alameda	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004766
00367	Alamillos	alcedo	pueblo	town	
00368	Alamo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000392
00369	Alamos	alcedo	pueblo	town	
00370	Alamos	alcedo			
00371	Alamos	alcedo	pueblo	town	
00372	Alamos	alcedo	pueblo	town	
00373	Alamos	alcedo			
00374	Alamos	alcedo	pueblo	town	
00375	Alangasi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600213
00376	Alangasi	alcedo	rio	river	
00377	Alanis	alcedo	pueblo	town	
00378	Alanje	alcedo	ciudad	city	
00379	Alaques	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600123
00380	Alaquines	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004974
00381	Alara	alcedo	rio	river	
00382	Alatahama	alcedo	rio	river	
00383	Alausi	alcedo	provincia	province	
00384	Alausi	alcedo			
00385	Albania	alcedo	condado	county	
00386	Albania	alcedo	lago	lake	
00387	Albania	alcedo	asentamiento	inhabited place	
00388	Albaricoques	alcedo	cabo	cape	
00389	Albarracin	alcedo	montaña	mountain	
00390	Albarraba	alcedo	pueblos y tierras indígenas	town	
00391	Albarraba	alcedo			
00392	Albarregas	alcedo	rio	river	
00393	Albemarle	alcedo	condado	county	
00394	Albemarle	alcedo	condado	county	
00395	Albemarle	alcedo	estrecho	strait	
00396	Alberto	alcedo			
00397	Albor	alcedo	isla	island	
00398	Alburquerque	alcedo	pueblo	town	
00399	Alburquerque	alcedo	pueblo	town	
00400	Alburquerque	alcedo	valle	valley	
00401	Alca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000238
00402	Alcala	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600825
00403	Alcamani	alcedo	pueblo	town	
00404	Alcantara	alcedo	pueblo	town	
00405	Alcantara	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000146
00406	Alcarai	alcedo	rio	river	
00407	Alcatraces	alcedo	isla	island	
00408	Alchichica	alcedo			
00409	Alchidomas	alcedo	pueblo	town	
00410	Alco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000250
00411	Alcoholades	alcedo	people	cultural group	
00412	Alcozauca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003651
00413	Aldas	alcedo			
00414	Aldea	alcedo	pueblo	town	
00415	Aldea	alcedo	pueblo	town	
00416	Aldwort	alcedo	isla	island	
00417	Alebaster	alcedo	isla	island	
00418	Alegre	alcedo	pueblo	town	
00419	Alexandria	alcedo	pueblo	town	
00420	Alexo	alcedo	isla	island	
00421	Alearo	alcedo	pueblo	town	
00422	Alfaxaiuca	alcedo	pueblo	town	
00423	Alferez	alcedo	valle	valley	
00424	Alferez	alcedo	rio	river	
00425	Algarrobo	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5000154
00426	Algodon	alcedo	isla	island	
00427	Algodon	alcedo	pueblo	town	
00428	Algodonales	alcedo	pueblo	town	
00429	Algonquinenses	alcedo	people	cultural group	
00430	Alguilgua	alcedo			
00431	Alhue	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000263
00432	Alhue	alcedo	provincia	province	
00433	Allante	alcedo	reino	kingdom	
00434	Alibamons	alcedo	people	cultural group	
00435	Alina	alcedo	pueblo	town	
00436	Alis	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000912
00437	Alisos	alcedo	isla	island	
00438	Alitatis	alcedo	isla	island	
00439	Aljaraca	alcedo	rio	river	
00440	Aljojuca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1003534
00441	Alkansas	alcedo	people	cultural group	
00442	Allauca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000913
00443	Allca	alcedo	reino	kingdom	
00444	Allegheni	alcedo	pueblo	town	
00445	Alleguippes	alcedo	pueblo	town	
00446	Allemands	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=3000270
00447	Allens	alcedo	ciudad	city	
00448	Alligator	alcedo	bahía	bay	
00449	Alligator	alcedo	rio	river	
00450	Alliuitas	alcedo	isla	island	
00451	Almacenes	alcedo	pueblo	town	
00452	Almagro	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=10000671
00453	Almaguer	alcedo	ciudad	city	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600031
00454	Almas	alcedo	rio	river	
00455	Almas	alcedo	rio	river	
00456	Almenas	alcedo	rio	river	
00457	Almeria	alcedo	pueblo	town	
00458	Almirante	alcedo	pueblo	town	
00459	Almirante	alcedo	bahía	bay	
00460	Almirante	alcedo	rio	river	
00461	Almoloia	alcedo	pueblo	town	
00462	Almoloia	alcedo	pueblo	town	
00463	Almololoian	alcedo	pueblo	town	
00464	Aloa	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600214
00465	Aloasi	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600215
00466	Alojamiento	alcedo	pueblo	town	
00467	Alonche	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=5600108
00468	Alotepec	alcedo	pueblo	town	
00469	Alozozingo	alcedo	pueblo	town	
00470	Alpabamba	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000577
00471	Alpamarca	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000724
00472	Alpacai	alcedo	pueblo	town	
00473	Alpaiacu	alcedo	rio	river	
00474	Alpargaton	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000102
00475	Alpargaton	alcedo	rio	river	
00476	Alpizagua	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1002663
00477	Alpoieca	alcedo	pueblo	town	
00478	Alpoieca	alcedo	partido	district	
00479	Alpoiecazingo	alcedo	pueblo	town	
00480	Alponeca	alcedo	pueblo	town	
00481	Alpuiec	alcedo	pueblo	town	
00482	Alta	alcedo	lago	lagoon	
00483	Altaboiano	alcedo	pueblo	town	
00484	Altabonita	alcedo	bahía	bay	
00485	Altagracia	alcedo	ciudad	city	
00486	Altagracia	alcedo	pueblo	town	
00487	Altagracia	alcedo	reino	kingdom	
00488	Altamir	alcedo	pueblo	town	
00489	Altamisa	alcedo	pueblo	town	
00490	Altar	alcedo	pueblo	town	
00491	Altar	alcedo	montaña	mountain	
00492	Atlo	alcedo	pueblo	town	
00493	Atlo	alcedo	pueblo	town	
00494	Atlo	alcedo	provincia	province	
00495	Atlo	alcedo			
00496	Atlo	alcedo	reino	kingdom	
00497	Altobelo	alcedo	isla	island	
00498	Altos	alcedo	pueblo	town	
00499	Altos	alcedo	capitania	political administrative body	
00500	Altos	alcedo	rio	river	
00501	Altotonga	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004192
00502	Alva	alcedo			
00503	Alvarado	alcedo	rio	river	
00504	Alvarado	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1004274
00505	Alvaro	alcedo	sierra	mountain range	
00506	Alverne	alcedo	montaña	mountain	
00507	Alz	alcedo	rio	river	
00508	Alzoui	alcedo	pueblo	town	
00509	Ama	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6000737
00510	Amacaches	alcedo	people	cultural group	
00511	Amachura	alcedo	rio	river	
00512	Amacore	alcedo	rio	river	
00513	Amacu	alcedo	lago	lagoon	
00514	Amacuic	alcedo	pueblo	town	
00515	Amacuitlapilco	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=1000909
00516	Amacuro	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000384
00517	Amacuro	alcedo	rio	river	
00518	Amadea	alcedo	rio	river	
00519	Amaguajes	alcedo	pueblo	town	
00520	Amaguaba	alcedo	pueblo	town	
00521	Amaguaba	alcedo	rio	river	
00522	Amaguntick	alcedo	lago	lagoon	
00523	Amala	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=7000088
00524	Amaialui	alcedo	pueblo	town	
00525	Amaiapampa	alcedo	pueblo	town	
00526	Amaiuca	alcedo	rio	river	
00527	Amajuno	alcedo	rio	river	
00528	Amamazos	alcedo	people	cultural group	
00529	Amameai	alcedo	montaña	mountain	
00530	Amameai	alcedo	rio	river	
00531	Amana	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=4000504
00532	Amana	alcedo	rio	river	
00533	Amanalco	alcedo	pueblo	town	
00534	Amanibo	alcedo	rio	river	
00535	Amanique	alcedo	rio	river	
00536	Amantañe	alcedo	isla	island	
00537	Amantara	alcedo	isla	island	
00538	Amantata	alcedo	rio	river	
00539	Amaonas	alcedo	pueblo	town	
00540	Amapaes	alcedo	people	cultural group	
00541	Amapala	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=2000504
00542	Amapilcan	alcedo	pueblo	town	
00543	Amarcucho	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=6001247
00544	Amarete	alcedo	pueblo	town	https://www.hgis-indias.net/dokuwiki/doku.php?id=8000427
00545	Amargos	alcedo	isla	island	
00546	Amargoso	alcedo	rio	river	
00547	Amarillo	alcedo	rio	river	
00548	Amariscoggin	alcedo	rio	river	
00549	Amaro	alcedo	pueblo	town	
00550	Amaro	alcedo	pueblo	town	
00551	Amaro	alcedo	puerto	port	
00552	Nne	alcedo	capitania	political administrative body	
00553	Nne	alcedo			
00554	Nne	alcedo	pueblo	town	
00555	Nne	alcedo	isla	island	
